2020-05-07 23:16:19,067 - Pade - INFO - test->loss 0.2905518818643883, in epoch 2, in step 149, in global step 1150,                     acc is 0.880859375, taks 0.019999980926513672 seconds
2020-05-07 23:16:19,949 - Pade - INFO - loss 0.03732988673429723, in epoch 2, in step 179, in global step 0.998046875, acc is 0.998046875,                    taks 0.882000207901001 seconds
2020-05-07 23:16:20,539 - Pade - INFO - test->loss 0.29366143257726046, in epoch 2, in step 199, in global step 1200,                     acc is 0.87890625, taks 0.5899996757507324 seconds
2020-05-07 23:16:20,853 - Pade - INFO - loss 0.031346954276281244, in epoch 2, in step 209, in global step 0.99609375, acc is 0.99609375,                    taks 0.31400012969970703 seconds
2020-05-07 23:16:21,711 - Pade - INFO - loss 0.039142940818924325, in epoch 2, in step 239, in global step 0.9921875, acc is 0.9921875,                    taks 0.8580000400543213 seconds
2020-05-07 23:16:22,038 - Pade - INFO - test->loss 0.2970405481769386, in epoch 2, in step 249, in global step 1250,                     acc is 0.880859375, taks 0.3269999027252197 seconds
2020-05-07 23:16:22,611 - Pade - INFO - loss 0.030029126494637105, in epoch 2, in step 269, in global step 1.0, acc is 1.0,                    taks 0.5729999542236328 seconds
2020-05-07 23:16:23,494 - Pade - INFO - loss 0.03415557984653704, in epoch 2, in step 299, in global step 0.99609375, acc is 0.99609375,                    taks 0.8830001354217529 seconds
2020-05-07 23:16:23,512 - Pade - INFO - test->loss 0.3003452292918246, in epoch 2, in step 299, in global step 1300,                     acc is 0.880859375, taks 0.017999887466430664 seconds
2020-05-07 23:16:24,375 - Pade - INFO - loss 0.036323055998964, in epoch 2, in step 329, in global step 0.998046875, acc is 0.998046875,                    taks 0.8630001544952393 seconds
2020-05-07 23:16:24,989 - Pade - INFO - test->loss 0.3036191133487939, in epoch 2, in step 349, in global step 1350,                     acc is 0.87890625, taks 0.6140000820159912 seconds
2020-05-07 23:16:25,277 - Pade - INFO - loss 0.02683771399638278, in epoch 2, in step 359, in global step 1.0, acc is 1.0,                    taks 0.28799986839294434 seconds
2020-05-07 23:16:26,137 - Pade - INFO - loss 0.024161564226751246, in epoch 2, in step 389, in global step 1.0, acc is 1.0,                    taks 0.8590002059936523 seconds
2020-05-07 23:16:26,462 - Pade - INFO - test->loss 0.307071874234894, in epoch 2, in step 399, in global step 1400,                     acc is 0.87890625, taks 0.32399988174438477 seconds
2020-05-07 23:16:27,033 - Pade - INFO - loss 0.030471044175372133, in epoch 2, in step 419, in global step 0.994140625, acc is 0.994140625,                    taks 0.570000171661377 seconds
2020-05-07 23:16:27,914 - Pade - INFO - loss 0.037772282685987466, in epoch 2, in step 449, in global step 0.994140625, acc is 0.994140625,                    taks 0.8810000419616699 seconds
2020-05-07 23:16:27,934 - Pade - INFO - test->loss 0.31035142531085025, in epoch 2, in step 449, in global step 1450,                     acc is 0.87890625, taks 0.01900005340576172 seconds
2020-05-07 23:16:28,796 - Pade - INFO - loss 0.029473561076257468, in epoch 2, in step 479, in global step 0.99609375, acc is 0.99609375,                    taks 0.8619997501373291 seconds
2020-05-07 23:16:29,425 - Pade - INFO - test->loss 0.31385227074265704, in epoch 2, in step 499, in global step 1500,                     acc is 0.87890625, taks 0.629000186920166 seconds
2020-05-07 23:16:29,426 - Pade - INFO - train epoch 3 of total 9 epoches
2020-05-07 23:16:30,292 - Pade - INFO - loss 0.025826392543477118, in epoch 3, in step 29, in global step 1.0, acc is 1.0,                    taks 0.8659999370574951 seconds
2020-05-07 23:16:30,903 - Pade - INFO - test->loss 0.3174107432985393, in epoch 3, in step 49, in global step 1550,                     acc is 0.87890625, taks 0.6110000610351562 seconds
2020-05-07 23:16:31,189 - Pade - INFO - loss 0.024060955407548157, in epoch 3, in step 59, in global step 0.998046875, acc is 0.998046875,                    taks 0.28600025177001953 seconds
2020-05-07 23:16:32,067 - Pade - INFO - loss 0.021828877877273004, in epoch 3, in step 89, in global step 0.99609375, acc is 0.99609375,                    taks 0.8779997825622559 seconds
2020-05-07 23:16:32,379 - Pade - INFO - test->loss 0.3207984960943039, in epoch 3, in step 99, in global step 1600,                     acc is 0.87890625, taks 0.312000036239624 seconds
2020-05-07 23:16:32,947 - Pade - INFO - loss 0.02973858361418664, in epoch 3, in step 119, in global step 0.9921875, acc is 0.9921875,                    taks 0.5679998397827148 seconds
2020-05-07 23:16:33,827 - Pade - INFO - loss 0.02740530512877171, in epoch 3, in step 149, in global step 0.994140625, acc is 0.994140625,                    taks 0.880000114440918 seconds
2020-05-07 23:16:33,847 - Pade - INFO - test->loss 0.32444663321256983, in epoch 3, in step 149, in global step 1650,                     acc is 0.87890625, taks 0.019999980926513672 seconds
2020-05-07 23:16:34,732 - Pade - INFO - loss 0.01648601073114167, in epoch 3, in step 179, in global step 0.998046875, acc is 0.998046875,                    taks 0.8849999904632568 seconds
2020-05-07 23:16:35,344 - Pade - INFO - test->loss 0.3279764573515573, in epoch 3, in step 199, in global step 1700,                     acc is 0.87890625, taks 0.6119999885559082 seconds
2020-05-07 23:16:35,638 - Pade - INFO - loss 0.020691122003309685, in epoch 3, in step 209, in global step 0.99609375, acc is 0.99609375,                    taks 0.29400014877319336 seconds
2020-05-07 23:16:36,516 - Pade - INFO - loss 0.03013253680268778, in epoch 3, in step 239, in global step 0.994140625, acc is 0.994140625,                    taks 0.8779997825622559 seconds
2020-05-07 23:16:36,830 - Pade - INFO - test->loss 0.3320373620213435, in epoch 3, in step 249, in global step 1750,                     acc is 0.876953125, taks 0.31400012969970703 seconds
2020-05-07 23:16:37,406 - Pade - INFO - loss 0.016334971499386904, in epoch 3, in step 269, in global step 1.0, acc is 1.0,                    taks 0.5759999752044678 seconds
2020-05-07 23:16:38,289 - Pade - INFO - loss 0.020775109658515874, in epoch 3, in step 299, in global step 1.0, acc is 1.0,                    taks 0.8830001354217529 seconds
2020-05-07 23:16:38,309 - Pade - INFO - test->loss 0.33540681973778447, in epoch 3, in step 299, in global step 1800,                     acc is 0.87890625, taks 0.019999980926513672 seconds
2020-05-07 23:16:39,196 - Pade - INFO - loss 0.021694907786235312, in epoch 3, in step 329, in global step 0.998046875, acc is 0.998046875,                    taks 0.8869998455047607 seconds
2020-05-07 23:16:39,792 - Pade - INFO - test->loss 0.3390363787317097, in epoch 3, in step 349, in global step 1850,                     acc is 0.87890625, taks 0.5959999561309814 seconds
2020-05-07 23:16:40,081 - Pade - INFO - loss 0.026001011556311945, in epoch 3, in step 359, in global step 0.99609375, acc is 0.99609375,                    taks 0.2890002727508545 seconds
2020-05-07 23:16:40,968 - Pade - INFO - loss 0.016222363552502974, in epoch 3, in step 389, in global step 1.0, acc is 1.0,                    taks 0.8869998455047607 seconds
2020-05-07 23:16:41,272 - Pade - INFO - test->loss 0.3428146309881472, in epoch 3, in step 399, in global step 1900,                     acc is 0.87890625, taks 0.3039999008178711 seconds
2020-05-07 23:16:41,852 - Pade - INFO - loss 0.02439638272180221, in epoch 3, in step 419, in global step 0.99609375, acc is 0.99609375,                    taks 0.5789997577667236 seconds
2020-05-07 23:16:42,730 - Pade - INFO - loss 0.01753626403390767, in epoch 3, in step 449, in global step 0.99609375, acc is 0.99609375,                    taks 0.8780002593994141 seconds
2020-05-07 23:16:42,750 - Pade - INFO - test->loss 0.3464457063517786, in epoch 3, in step 449, in global step 1950,                     acc is 0.87890625, taks 0.019999980926513672 seconds
2020-05-07 23:16:43,630 - Pade - INFO - loss 0.02459441355908501, in epoch 3, in step 479, in global step 0.99609375, acc is 0.99609375,                    taks 0.8799998760223389 seconds
2020-05-07 23:16:44,228 - Pade - INFO - test->loss 0.3500146401633989, in epoch 3, in step 499, in global step 2000,                     acc is 0.87890625, taks 0.5980000495910645 seconds
2020-05-07 23:16:44,228 - Pade - INFO - train epoch 4 of total 9 epoches
2020-05-07 23:16:45,113 - Pade - INFO - loss 0.018515686570998783, in epoch 4, in step 29, in global step 1.0, acc is 1.0,                    taks 0.8849999904632568 seconds
2020-05-07 23:16:45,704 - Pade - INFO - test->loss 0.3535487163929602, in epoch 4, in step 49, in global step 2050,                     acc is 0.87890625, taks 0.5909998416900635 seconds
2020-05-07 23:16:45,993 - Pade - INFO - loss 0.022498708878108092, in epoch 4, in step 59, in global step 0.998046875, acc is 0.998046875,                    taks 0.2890002727508545 seconds
2020-05-07 23:16:46,873 - Pade - INFO - loss 0.01701032927013647, in epoch 4, in step 89, in global step 0.998046875, acc is 0.998046875,                    taks 0.879000186920166 seconds
2020-05-07 23:16:47,183 - Pade - INFO - test->loss 0.3573639943058321, in epoch 4, in step 99, in global step 2100,                     acc is 0.87890625, taks 0.30899977684020996 seconds
2020-05-07 23:16:47,775 - Pade - INFO - loss 0.020228920926109367, in epoch 4, in step 119, in global step 0.99609375, acc is 0.99609375,                    taks 0.5920000076293945 seconds
2020-05-07 23:16:48,643 - Pade - INFO - loss 0.016430635470313544, in epoch 4, in step 149, in global step 0.99609375, acc is 0.99609375,                    taks 0.8680000305175781 seconds
2020-05-07 23:16:48,663 - Pade - INFO - test->loss 0.3612556118443902, in epoch 4, in step 149, in global step 2150,                     acc is 0.87890625, taks 0.019999980926513672 seconds
2020-05-07 23:16:49,546 - Pade - INFO - loss 0.020452341105113653, in epoch 4, in step 179, in global step 0.99609375, acc is 0.99609375,                    taks 0.8830001354217529 seconds
2020-05-07 23:16:50,136 - Pade - INFO - test->loss 0.3648928299997422, in epoch 4, in step 199, in global step 2200,                     acc is 0.87890625, taks 0.5899999141693115 seconds
2020-05-07 23:16:50,450 - Pade - INFO - loss 0.015510070671687238, in epoch 4, in step 209, in global step 0.998046875, acc is 0.998046875,                    taks 0.31400012969970703 seconds
2020-05-07 23:16:51,309 - Pade - INFO - loss 0.023044501903067147, in epoch 4, in step 239, in global step 0.99609375, acc is 0.99609375,                    taks 0.8589999675750732 seconds
2020-05-07 23:16:51,622 - Pade - INFO - test->loss 0.3690650824931664, in epoch 4, in step 249, in global step 2250,                     acc is 0.876953125, taks 0.312999963760376 seconds
2020-05-07 23:16:52,213 - Pade - INFO - loss 0.013626879742344116, in epoch 4, in step 269, in global step 0.998046875, acc is 0.998046875,                    taks 0.5899999141693115 seconds
2020-05-07 23:16:53,075 - Pade - INFO - loss 0.012671459133071973, in epoch 4, in step 299, in global step 1.0, acc is 1.0,                    taks 0.8619997501373291 seconds
2020-05-07 23:16:53,094 - Pade - INFO - test->loss 0.37263463872608205, in epoch 4, in step 299, in global step 2300,                     acc is 0.87890625, taks 0.01900005340576172 seconds
2020-05-07 23:16:53,975 - Pade - INFO - loss 0.011433571164589497, in epoch 4, in step 329, in global step 1.0, acc is 1.0,                    taks 0.8810000419616699 seconds
2020-05-07 23:16:54,575 - Pade - INFO - test->loss 0.3764069589568312, in epoch 4, in step 349, in global step 2350,                     acc is 0.87890625, taks 0.5989999771118164 seconds
2020-05-07 23:16:54,881 - Pade - INFO - loss 0.015121304120440056, in epoch 4, in step 359, in global step 0.99609375, acc is 0.99609375,                    taks 0.30500030517578125 seconds
2020-05-07 23:16:55,752 - Pade - INFO - loss 0.017291432445322562, in epoch 4, in step 389, in global step 0.998046875, acc is 0.998046875,                    taks 0.870999813079834 seconds
2020-05-07 23:16:56,058 - Pade - INFO - test->loss 0.3808598261734603, in epoch 4, in step 399, in global step 2400,                     acc is 0.876953125, taks 0.3059999942779541 seconds
2020-05-07 23:16:56,651 - Pade - INFO - loss 0.024221419726528408, in epoch 4, in step 419, in global step 0.990234375, acc is 0.990234375,                    taks 0.5929999351501465 seconds
2020-05-07 23:16:57,532 - Pade - INFO - loss 0.01447290657364349, in epoch 4, in step 449, in global step 0.99609375, acc is 0.99609375,                    taks 0.8799998760223389 seconds
2020-05-07 23:16:57,551 - Pade - INFO - test->loss 0.38471977148064296, in epoch 4, in step 449, in global step 2450,                     acc is 0.876953125, taks 0.01900005340576172 seconds
2020-05-07 23:16:58,416 - Pade - INFO - loss 0.02038661435334957, in epoch 4, in step 479, in global step 0.994140625, acc is 0.994140625,                    taks 0.8650000095367432 seconds
2020-05-07 23:16:59,031 - Pade - INFO - test->loss 0.3878066913006013, in epoch 4, in step 499, in global step 2500,                     acc is 0.87890625, taks 0.6150000095367432 seconds
2020-05-07 23:16:59,031 - Pade - INFO - train epoch 5 of total 9 epoches
2020-05-07 23:16:59,899 - Pade - INFO - loss 0.016714467017393264, in epoch 5, in step 29, in global step 0.99609375, acc is 0.99609375,                    taks 0.8680000305175781 seconds
2020-05-07 23:17:00,510 - Pade - INFO - test->loss 0.3917855812349665, in epoch 5, in step 49, in global step 2550,                     acc is 0.87890625, taks 0.6110000610351562 seconds
2020-05-07 23:17:00,800 - Pade - INFO - loss 0.012577869448847995, in epoch 5, in step 59, in global step 0.99609375, acc is 0.99609375,                    taks 0.2890000343322754 seconds
2020-05-07 23:17:01,668 - Pade - INFO - loss 0.011344689096828528, in epoch 5, in step 89, in global step 1.0, acc is 1.0,                    taks 0.867999792098999 seconds
2020-05-07 23:17:01,999 - Pade - INFO - test->loss 0.39593189023950526, in epoch 5, in step 99, in global step 2600,                     acc is 0.876953125, taks 0.3299996852874756 seconds
2020-05-07 23:17:02,572 - Pade - INFO - loss 0.015131970124633647, in epoch 5, in step 119, in global step 0.998046875, acc is 0.998046875,                    taks 0.5729999542236328 seconds
2020-05-07 23:17:03,454 - Pade - INFO - loss 0.012047164749061378, in epoch 5, in step 149, in global step 1.0, acc is 1.0,                    taks 0.882000207901001 seconds
2020-05-07 23:17:03,473 - Pade - INFO - test->loss 0.4004314952992492, in epoch 5, in step 149, in global step 2650,                     acc is 0.876953125, taks 0.01900005340576172 seconds
2020-05-07 23:17:04,346 - Pade - INFO - loss 0.01413337078825656, in epoch 5, in step 179, in global step 0.998046875, acc is 0.998046875,                    taks 0.872999906539917 seconds
2020-05-07 23:17:04,953 - Pade - INFO - test->loss 0.4032222987698515, in epoch 5, in step 199, in global step 2700,                     acc is 0.87890625, taks 0.6070001125335693 seconds
2020-05-07 23:17:05,248 - Pade - INFO - loss 0.01474092608896053, in epoch 5, in step 209, in global step 0.998046875, acc is 0.998046875,                    taks 0.2949998378753662 seconds
2020-05-07 23:17:06,124 - Pade - INFO - loss 0.010130058009584532, in epoch 5, in step 239, in global step 1.0, acc is 1.0,                    taks 0.875999927520752 seconds
2020-05-07 23:17:06,437 - Pade - INFO - test->loss 0.407207834915173, in epoch 5, in step 249, in global step 2750,                     acc is 0.87890625, taks 0.3130002021789551 seconds
2020-05-07 23:17:07,011 - Pade - INFO - loss 0.010356413592033509, in epoch 5, in step 269, in global step 0.998046875, acc is 0.998046875,                    taks 0.5739998817443848 seconds
2020-05-07 23:17:07,896 - Pade - INFO - loss 0.011400597594480045, in epoch 5, in step 299, in global step 0.99609375, acc is 0.99609375,                    taks 0.8849999904632568 seconds
2020-05-07 23:17:07,916 - Pade - INFO - test->loss 0.41168786660136614, in epoch 5, in step 299, in global step 2800,                     acc is 0.876953125, taks 0.019999980926513672 seconds
